"Num","Path","Name","Length","Modified","sha-256","Format","parseproblem"
"270","backup%202006%20new%20year/","ADDRBOOK.DAT.txt","30942","Fri Sep 16 08:18:20 BST 2005","bee7d4fe95df52b21e7abe0d6d83fed2d5d5c8fd861ff170da50b647afc562a4","application/octet-stream","false"
"271","backup%202006%20new%20year/","Bathtub - Tortilla 6.doc","34816","Mon Nov 21 11:37:12 GMT 2005","0a13a7c2ba84b6521671da692b72996f1504602b4d741ea795846b03e8db647d","application/msword","false"
"272","backup%202006%20new%20year/","Electric Whiskers Text.doc","22016","Sat Nov 26 21:37:52 GMT 2005","41c913e59064ad7e7dd94b7946f9bf664d248e7407783d497ad0b90470b36c08","application/msword","false"
"273","backup%202006%20new%20year/","Galleon.doc","112128","Mon Oct 24 13:02:56 BST 2005","0045f3c63366949021fd40633f9500d7dc3d369d60220d80c1d1051b0818bc81","application/msword","false"
"274","backup%202006%20new%20year/","Hannibal Text.doc","20480","Sat Nov 26 09:54:50 GMT 2005","fd707eb565030ec26325d8b8f9bb3ad20b7dcc531bf51e5eeeab3b6e6827c860","application/msword","false"
"275","backup%202006%20new%20year/","Monty's Alamein Text.doc","22528","Sat Nov 26 22:19:26 GMT 2005","a1a98c777515a72fb161c9d2d8536f54e2e25cafd6b783b2f3f0a347f9c68bbe","application/msword","false"
"276","backup%202006%20new%20year/","Ship.bmp","259254","Mon Oct 24 12:54:16 BST 2005","65a2229dcdf41a5ea0c52e901d9bad0ea1248247a4dfd4cb61ff457bedb5a14e","image/x-ms-bmp","false"
"277","backup%202006%20new%20year/","Spencer Jones ACW thesis.doc","50176","Sat Nov 12 12:03:46 GMT 2005","3eb6b2ae043816907a7389cbbccb280650712412a81f035c446d591328f3b866","application/msword","false"
"278","backup%202006%20new%20year/","Umpire's Diary.doc","69632","Sat Jan 07 16:43:12 GMT 2006","a27084769e0392c9461e72e5f4426d10271f3555a9b86dda7777fa171f869a76","application/msword","false"
"279","backup%202006%20new%20year/","Umpiring Taiwan Crisis.doc","350208","Mon Jan 09 09:13:36 GMT 2006","a994486705d810d17bcd97810d2d59ef552c763afcbe625bc92c32ab628de45d","application/msword","false"
"280","backup%202006%20new%20year/","Watch the Seas Prog 2.doc","57344","Mon Dec 05 14:42:08 GMT 2005","6c8f332a20cde948a201b2a19f4a8a8651b0db0cb34b296710bba213fc93fdce","application/msword","false"
"281","backup%202006%20new%20year/","Watch the Seas Prog.doc","29184","Sun Nov 20 19:07:20 GMT 2005","6e47107b9c4008dadebf62a5ec1b375969a60e9ffc6e171c55e595886bf4c897","application/msword","false"
"282","backup%202006%20new%20year/","Xmas Letter 2005.doc","34304","Sat Nov 19 07:02:34 GMT 2005","a97876d0e67a980296167cb3480ee9776d35390277bc510291e5431b079573b1","application/msword","false"
"283","backup%202006-2007%20winter/","A Grainger's Book Reviews.doc","20480","Wed Dec 19 18:02:42 GMT 2007","c987603ef5f56454b0f83b24bfd386c3222944ad3edb11f10a508d99ba2165ed","application/msword","false"
"284","backup%202006-2007%20winter/","FB Accounts 2006-7.doc","23552","Thu Oct 04 05:53:52 BST 2007","8afe5228752d4e074692fbd7d34f6706967b36ab900da21a27f27c92d1148769","application/msword","false"
"285","backup%202006-2007%20winter/","Final Desert Tactics Text.doc","146944","Tue Sep 18 13:55:42 BST 2007","a3399d85a7ce5f94735e5f0c8fe52d6aceb27046743ece934aebb564d743794c","application/msword","false"
"286","backup%202006-2007%20winter/","PG FINAL Accounts '06-7.doc","39424","Sun Oct 07 09:38:02 BST 2007","89e71fe81a94a2ede9b891932cd26c5068e7d631f5f4545b2189cc5cd68c83b9","application/msword","false"
"287","backup%202006-2007%20winter/","Read this first.doc","39424","Tue Nov 06 10:09:40 GMT 2007","5213eaa61cf44b20691a02a654eddc615ff4f92030cbf9dbd6a0de327214fc85","application/msword","false"
"288","backup%202006-2007%20winter/","Shortcut to Further French.Txt.lnk","346","Tue Jun 05 20:20:46 BST 2007","accbcacaf1dd3eb878c56a779805e6409f48d27ea1945d2412db13fd2bdf8a6e","application/octet-stream","false"
"289","backup%202006-2007%20winter/","SMATS late '06-07.doc","65024","Thu Nov 22 15:11:14 GMT 2007","2c96ce1827f163f0b0c3bdd543c9fb1b30f1ea2898cc921ae3fe38d5a6f4864e","application/msword","false"
"290","backup%202006-2007%20winter/","SMATS prog 08.doc","22528","Thu Nov 22 15:09:34 GMT 2007","734533cab9a54cf0e835f44c4ea3bacd85ad7f54ec5bd488c026cc06c069a2ae","application/msword","false"
"291","backup%202006-2007%20winter/","Thoughts of an e-mail gamer.doc","167424","Mon Sep 10 12:23:40 BST 2007","b770a0b3996a6917f04441ddc60e899624e8b92ab51cf993efee84757e1c470e","application/msword","false"
"292","backup%202006-2007%20winter/","Umpire's Secret Tarragona diary.doc","45056","Wed Dec 05 18:34:14 GMT 2007","2d85f4a48b33bf487d9a60f829c7cbe172c1b8f4c1bfe274f402514bc016e79b","application/msword","false"
"293","backup%202006-2007%20winter/","Umpiring Tarragona Game.doc","49664","Sun Sep 23 12:19:28 BST 2007","b7ca607ef310b71c8d4566fc138034a374a4731d182e4ad95fbc24d71f8b0094","application/msword","false"
"294","backup%202006-2007%20winter/","Western Front Index.doc","33280","Wed Nov 07 18:13:38 GMT 2007","6aaacb40df5e7d690482cb185ca37d76420ec7963fa77d8cc76743fe72c1e387","application/msword","false"
"295","backup%202007/","A Desert Tactics WW2 Text.doc","146944","Wed Jun 06 10:31:44 BST 2007","f9b8627140c3004e3e7febeade2e24ae2ad32f8be16ebfa5f552db60737530b0","application/msword","false"
"296","backup%202007/","Captions for photos.doc","48640","Tue Apr 03 04:17:18 BST 2007","cc81985b01cf7165d60b3eaef0ecd74e6c530add45cbee12b147c745d035de56","application/msword","false"
"297","backup%202007/","Desert Tactics bw Diagrams.doc","43008","Thu Jun 07 09:02:50 BST 2007","b9461d3397db943b47c133fcb8ba6c1d3a0089c74b1829d61b55396886e736fc","application/msword","false"
"298","backup%202007/","Desert Tactics Photos.doc","86016","Wed Jun 20 11:59:00 BST 2007","26d95c05adb2d498f5b7ab01dcddef882ee4e6904f13a0280b35f44418ddf9f9","application/msword","false"
"299","backup%202007/","Desert Tactics Pictures.doc","108032","Tue Jun 19 20:39:10 BST 2007","53a9664c1ce819ac6bd1d8a3fedb81ed2bf4ce3a961b70b03c21d4d8d3bfd7cd","application/msword","false"
"300","backup%202007/","Fr Naptax Artwork Captions.doc","82944","Sun May 13 19:13:54 BST 2007","91be3fd5a09d60ab864b5f111a0a07845fe88d6b143d0d7a88dfc013f79cb371","application/msword","false"
"301","backup%202007/","Fr.Nap.Tactics Diagrams 1.doc","59392","Tue Apr 03 04:28:04 BST 2007","550b8471968fad17161ebf7f25e4f5fbfac86e65fb1a57db672a457e531e16e5","application/msword","false"
"302","backup%202007/","Fr.Nap.Tactics Diagrams 2.doc","46080","Fri Mar 30 11:24:14 BST 2007","622a25129e9d6e34c5e4fb354a9ecb622a6bc1714538dc76cb6ca1ebb9e2bcc5","application/msword","false"
"303","backup%202007/","Fr.Nap.Tactics Diagrams 3.doc","37888","Tue Apr 03 04:29:40 BST 2007","cd65205483a4a5b30dd2b2abf74e302bfd94543bbb961f9e1f250c9834f61170","application/msword","false"
"304","backup%202007/","Fr.Nap.Tactics picture captions.doc","34304","Tue Mar 27 11:57:02 BST 2007","ac6839dea7116188b6f6917c1edee8d5f634f06dfcc54dafe7199f83796468ae","application/msword","false"
"305","backup%202007/","Fr.Nap.Tactics Pictures.doc","150528","Thu Mar 08 14:23:26 GMT 2007","8ad1403a31ed86cb7669bab67c21bd7332bc5cf178ec1cd224d67277445fbb50","application/msword","false"
"306","backup%202007/","Fr.Nap.Tactics Text.doc","145408","Tue Apr 03 04:34:30 BST 2007","b70dacf1256c97ac7cedac19fb664ae2ccf5c2eec4b36394e3a7a16faca24e75","application/msword","false"
"307","backup%202007/","Kate's cancellation correspondence.doc","45568","Wed Apr 11 07:08:22 BST 2007","bfd3def82ebebe3a866fe3411d0fd12dab718aec877601b696a28bc41bd0d2ac","application/msword","false"
"308","backup%202007/","My Tunisian Intro Text.doc","82432","Mon Apr 09 11:30:08 BST 2007","fa53ee4f625e307077f6575fd8aeeda84c3e32983e9b3da61402b07485e1c003","application/msword","false"
"309","backup%202007/","Outline of Cemeteries Book.doc","21504","Wed Mar 21 07:17:16 GMT 2007","af82e9e52f6d396047ad4c8b85e3076758a40b7fb73e41cfb0bc84f0a47e7887","application/msword","false"
"310","backup%202007/","Revised Tunis text.doc","51200","Tue Apr 10 13:15:52 BST 2007","bbd2d40bc0da499995d8d07e666a05a77598caf4457dda6c6007e8c0df40bb04","application/msword","false"
"311","backup%202007/","Shortcut to A Desert Tactics WW2 Text.doc.lnk","324","Fri Jun 01 12:14:12 BST 2007","506ca48c7ec3195e07e717d5f51cb682d52b54a869c9f6371db3c528c866213e","application/octet-stream","false"
"312","backup%202007/","Umpiring Keystone Cops.doc","71680","Mon Jun 11 03:52:28 BST 2007","04ac06efd9d105591e47611ff6a395d1c28d5187ba8ab265c163f975aeef1067","application/msword","false"
"313","backup%202007/","W. Front Photo Captions 2.doc","27136","Sat Jul 07 08:53:50 BST 2007","58b4af3a9418a3db5c6cade87328541dbd974b8ba433e4a538c042a9dad7d142","application/msword","false"
"314","backup%202007/","Western Front Photo Captions.doc","23040","Sat Mar 03 16:15:06 GMT 2007","f1c2830185d7fd2c6016c91a6e1848e543f6435f43e36c5d053f09a17ee54259","application/msword","false"
"315","backup%202007/","Xmas Correspondence '07.doc","43520","Sat Apr 14 18:51:24 BST 2007","b2fa1cc3748829a097bf3a2d45dd12fd7555230ed5ce8462e9b2846f8fbc2b6f","application/msword","false"
"316","backup%20march%202003%20v2/Complete%20Reinstall/Belgium%20Tours/","GWT West Front Tour.doc","118784","Tue Apr 20 17:41:38 BST 1999","6e919622dff428ac8b641b2c244ea9e81520354ad351fe9d4b190b96519f34a9","application/msword","false"
"317","backup%20march%202003%20v2/Complete%20Reinstall/Belgium%20Tours/","Marlboro photos.doc","137728","Wed May 17 11:16:06 BST 2000","6f8b358e63eea2ceebc4e3da891c9b2fd0edb6ad63e25875c5497bb3cccc6c59","application/msword","false"
"318","backup%20march%202003%20v2/Complete%20Reinstall/Belgium%20Tours/","Rob's Ypres trip.doc","22528","Wed Mar 14 15:34:54 GMT 2001","e4041a1f2e8150b7cdf1a9f27113455ba5c72e6ce83239ce93d0c8b978413af5","application/msword","false"
"319","backup%20march%202003%20v2/Complete%20Reinstall/Clifton%20Battlefield/","Clifton Battlefield.doc","1547","Sun Apr 22 08:15:32 BST 2001","bb025c61cf9e2c6cfbc3a2ea7a9a765eddcae3d629b9c093b45cef0bcea1f397","text/html; charset=windows-1252","false"
"320","backup%20march%202003%20v2/Complete%20Reinstall/Clifton%20Battlefield/","Clifton Duff.doc","190976","Thu Aug 08 06:13:38 BST 2002","565919a21350d1493e74a51f69e72140308edc0c6e3088b659068bf8427dce45","application/msword","true"
"321","backup%20march%202003%20v2/Complete%20Reinstall/Clifton%20Battlefield/","Clifton.doc","36352","Tue May 01 16:39:18 BST 2001","f812dd51f17d674398fed676ba9d628f06874d241c05cbe57cc489b72dca42e6","application/msword","false"
"322","backup%20march%202003%20v2/Complete%20Reinstall/Clifton%20Battlefield/","Clifton.rtf","12422","Thu May 24 11:32:56 BST 2001","1d5ed8f7ab552cd11456ee3942255f8148885644ab839eb136d6000ac567e69e","application/rtf","false"
"323","backup%20march%202003%20v2/Complete%20Reinstall/Clifton%20Battlefield/","MR letter to Lwther.doc","22528","Mon May 21 14:43:02 BST 2001","8a6b855ac4c82eb1746c11e5426202954878f71be9311841bbf827f854e58c7d","application/msword","false"
"324","backup%20march%202003%20v2/Complete%20Reinstall/Clifton%20Battlefield/","TSOURAS_.DOC","97280","Wed May 23 18:29:26 BST 2001","6ed2640ca1cd4fb287f85ca7932677787dc585d5ebda33ba93454d6bc7150228","application/msword","false"
"325","backup%20spring%202006/","Allies 46.doc","25088","Mon Jun 12 20:16:12 BST 2006","b2f1cd3345805b960698e419e1aa6d9ce1224f1f6585f9e027a47435b180968d","application/msword","false"
"326","backup%20spring%202006/","Bathtub - Lavage 25.doc","24064","Sat Feb 11 13:06:42 GMT 2006","98a0022112a1ab09c376f4d6842e6eeeedbf3a0d063e7e8f11201ba43577aeee","application/msword","false"
"327","backup%20spring%202006/","Bathtub - Map for turn 37.doc","32768","Fri Apr 14 04:15:58 BST 2006","849022643f28ea08c6ae9bbc573901fc7229abde2bc3329803a6b3dab6d45f51","application/msword","false"
"328","backup%20spring%202006/","Bathtub - Tortilla 25.doc","27648","Sat Feb 11 13:23:28 GMT 2006","b14f96b3a61cc0218789b5a3b28985a0dd28ead6bade0347feb901fec3361b8d","application/msword","false"
"329","backup%20spring%202006/","Battle Results.doc","34304","Mon Jan 23 17:27:54 GMT 2006","f83c169f23509acb1243407d4cea958f5e346de02296de4096e628f12145903e","application/msword","false"
"330","backup%20spring%202006/","Frigate Location.doc","20992","Tue Jan 24 13:26:22 GMT 2006","6b3851fc3e1d4c35cf29169d5d50eae8a5d8fec09c075819031604c912171e5b","application/msword","false"
"331","backup%20spring%202006/","Full report on Taiwan game.doc","32768","Thu Jul 20 16:50:56 BST 2006","6be1460b48514e8b804980e2d38035d90bc9e3d5149742a4927edc65c2c40c14","application/msword","false"
"332","backup%20spring%202006/","Holland's Riposte.doc","33792","Wed Jan 18 15:43:20 GMT 2006","0f238722a478a2759a839131380499c5bbbad797bf008badda8790f6ff237aad","application/msword","false"
"333","backup%20spring%202006/","J.T's Tarbes.doc","40448","Mon Feb 20 11:09:32 GMT 2006","5df88bf8b418ddff2a2d852cdf392c361fae1671abd3aeb5aaf72ebf26368599","application/msword","false"
"334","backup%20spring%202006/","John Wyndham.doc","29184","Sat Mar 04 05:09:08 GMT 2006","4f3011323c31041ddc6f6baa486f474d4726c13d361e951a4012f986caaeec7b","application/msword","false"
"335","backup%20spring%202006/","Letter for Xmas '06.doc","29696","Sun Jun 11 12:39:46 BST 2006","26d9cd318abb03c419382ee9aa9ebff8993deb32aebe9e5fa00d977d7aa8058a","application/msword","false"
"336","backup%20spring%202006/","Outrageous Compendium of Battles.doc","35328","Wed Feb 01 05:52:38 GMT 2006","288e7e9aff86a168e25fda9ae7a1bf1d156e954841ef2a01a98d503e8e89ce84","application/msword","false"
"337","backup%20spring%202006/","Politics of the Taiwan Game.doc","42496","Thu Feb 09 14:18:22 GMT 2006","ee067efb8f0947dd152a0fa5bce5c1489486e5ac44067476a312dfa6aecfb230","application/msword","false"
"338","backup%20spring%202006/","Taiwan in 40 minutes.doc","41472","Sun Jun 25 05:39:30 BST 2006","ec179ff7825aa154ebf7b855e1139570df3ba5473f7b06e681215059acd401ea","application/msword","false"
"339","backup%20spring%202006/","Umpire's Diary 2.doc","221696","Fri Apr 14 03:55:08 BST 2006","79b6fe139b4a6d63fd5fbc7fb89d85e166b0544399f5575882b6522910bcbf6b","application/msword","false"
"340","backup%20spring%202006/","Umpire's Diary 3.doc","53248","Sat Jun 17 16:58:14 BST 2006","876b1da1086b273541e9e16cf773c1556a7aab464e9fe76c87173b2a29bbff35","application/msword","false"
"341","backup%20spring%202006/","Umpire's Diary Remnants.doc","69120","Mon Jun 12 06:08:08 BST 2006","76ca4be03c243aad82a0904c50a3bc3814fe50566f665d5f036747b30b8edee9","application/msword","false"
"342","backup%20spring%202006/","Umpire's Diary.doc","91648","Fri Mar 10 03:31:46 GMT 2006","2c2d12f9e3be94beba035cc7f829e595cf113b8d79ab082e13362046f5d6c168","application/msword","false"
"343","backup%20spring%202006/","Umpire's Private Diary.doc","43520","Wed Jul 26 14:00:08 BST 2006","25aa8cd3d47110b344213e2ad74a4d863e61abeb7cfffbf674313dd7b81f4f38","application/msword","false"
"344","backup%20spring%202006/","Umpiring Bathtub Game.doc","61440","Tue Jan 24 13:48:10 GMT 2006","1a4c24fab1ebabf28e8c2e566e4e6ca3a59028df1d824c4b05afa01410123edf","application/msword","false"
"345","backup%20spring%202007/All%20Keystone%20Cops/","Chief Alzheimer.doc","25088","Wed May 02 00:09:00 BST 2007","8bb489e36f9eef7ef747328391b4a3ddb9d2c983fd9c6465d1843fd6ce489b49","application/msword","false"
"346","backup%20spring%202007/All%20Keystone%20Cops/","DA Rockford.doc","10752","Thu Apr 26 08:53:40 BST 2007","06f7826c2862d184a49e3672c0aa6097b11e7771a4bf613ec37941236c1a8e20","application/msword","false"
"347","backup%20spring%202007/All%20Keystone%20Cops/","Dr E Feelgood.doc","28672","Tue May 01 10:37:50 BST 2007","3932b09e3ab048e1dbde4bf87394a7a77e64fb6c391d5ef5dbbd570e8c5ba237","application/msword","false"
"348","backup%20spring%202007/All%20Keystone%20Cops/","Jack Hickorystick.doc","19456","Tue May 01 10:04:40 BST 2007","373c05a42a999d6400ea1d0900489ae6d876a1306319c71ebb399c5940db7a85","application/msword","false"
"349","backup%20spring%202007/All%20Keystone%20Cops/","Mayor Capstone.doc","39936","Wed May 02 00:02:58 BST 2007","243003991a9e62db6098719f6a16c696461735ef695971379f8977819ef29fdc","application/msword","false"
"350","backup%20spring%202007/Pearson's%20Schweinehund/","'Achtung Schweinhund'.doc","26624","Wed Feb 28 07:07:28 GMT 2007","274933655c8c8122b06a7d22bcf12358783ccc17eee3c3449413a146c79a8a62","application/msword","false"
"351","backup%20spring%202007/Pearson's%20Schweinehund/","Olive Colour.doc","22016","Sat Mar 24 16:36:10 GMT 2007","1c3468691e36c94729561d21333c115506a39b1a51a0ee59fcfa33d25078b34f","application/msword","false"
"352","backup%20spring%202007/","Background to the Press.doc","564224","Fri May 04 14:26:44 BST 2007","5401541e20e9c41ac8f8bf5c668f9363dccad630c2ade44f421fff1b994d03d4","application/msword","false"
"353","backup%20spring%202007/","Brig Gen Burlington's secret diary.doc","61440","Wed Apr 25 12:35:08 BST 2007","2fd69af7e7f1a33f3ad4ac50c762a96894b69b459177cb854b8855042c5e2fd1","application/msword","false"
"354","backup%20spring%202007/","Burlington 4.doc","141824","Tue Apr 24 14:35:10 BST 2007","45ad2fd6dd336222f2e56934d2b2dbed571cf4264336ee879272443de359f385","application/msword","false"
"355","backup%20spring%202007/","Copy of Meal Game for SAGSET.doc","34304","Wed Nov 15 07:29:36 GMT 2006","d101881feb28c529ab6f2df3a2dde70b659ca0a272eee1fb550fd0b2cba80dd5","application/msword","false"
"356","backup%20spring%202007/","Fr Naptax Artwork Captions.doc","58880","Wed May 02 13:28:46 BST 2007","4a855a690fbcddb8fc60880ba78d48a7a35a2aae306ad9c33e3cccedd266c5d0","application/msword","false"
"357","backup%20spring%202007/","Keystone Cops Game.doc","42496","Mon Apr 23 05:15:22 BST 2007","6d2653595435b2720420f3fc210790911a0590ebfa67f3d40f8ea75d2ebf557f","application/msword","false"
"358","backup%20spring%202007/","Manchester Mill Game.doc","43008","Sat Nov 18 03:18:04 GMT 2006","b57cbcb84e121060f9cc21ddaf5529e5cd0a3c1b7ae1a2e00c721bfc165deaa6","application/msword","false"
"359","backup%20spring%202007/","Meal Game for SAGSET.doc","31744","Wed Nov 15 07:45:42 GMT 2006","75023529d16f33a61b6ba19a3caac498990ec0912fa97eeba962319c8eec5525","application/msword","false"
"360","backup%20spring%202007/","Umpire's private RPS Diary.doc","58368","Thu Mar 22 12:29:00 GMT 2007","49b94bb0f877245190de755da74360e4772bc8b8c6f461dc33d8437f03a7a936","application/msword","false"
"361","backup%20spring%202007/","Umpiring Keystone Cops.doc","55296","Wed May 02 16:53:00 BST 2007","1ced03582501a08ab147f8b263d4053c8cae6767c7d1e4ed24d9a5ea35b8566f","application/msword","false"
"362","backup%20spring%202007/","West Front P&S Text 1.doc","125440","Mon May 07 06:13:00 BST 2007","6c99820a377fa0edd4c3cb227864d63fa99cf36cd4bdf65e0afa258464f5c124","application/msword","false"
"363","BATTLE_B.000%20not%20known%20format/CHAPTERS/","10__R'IS.000","21960","Sat Jan 30 14:49:54 GMT 1999","9803d4801fc2bbec6ae3eb8c84e0285ba36f39401a9e642c5c33ecf487538c73","application/octet-stream","false"
"364","BATTLE_B.000%20not%20known%20format/CHAPTERS/","11__THE_.000","14504","Sun Jan 24 13:44:48 GMT 1999","101683f81861f5a8ad7567599d2e8cdecb0b7104a690cdfad1331f6ae8d64b42","application/octet-stream","false"
"365","BATTLE_B.000%20not%20known%20format/CHAPTERS/","12__AFTE.000","15640","Sun Jan 24 13:44:42 GMT 1999","82f2f1048b2a6cf8ec6b42186f79657ffa15634b8aa753f26acacaa4b2edd1cd","application/octet-stream","false"
"366","BATTLE_B.000%20not%20known%20format/CHAPTERS/","13__THE_.000","29480","Sun Jan 24 13:48:58 GMT 1999","264b7f94b841afd75b61c8e52c4f8a7f0cce263f99d054d5d2bd808ed4acaf69","application/octet-stream","false"
"367","BATTLE_B.000%20not%20known%20format/CHAPTERS/","1__INTRO.000","17176","Sun Jan 24 13:15:58 GMT 1999","800a6c8823812ba5bff529e1ea3b55a4143c6b1abfadb12f3843ae85d6664542","application/octet-stream","false"
"368","BATTLE_B.000%20not%20known%20format/CHAPTERS/","2__ROYAL.000","12760","Sat Jan 30 14:47:04 GMT 1999","aea4e6a271714e7a9e43d62ab422f3500bfc0eacee0afcb0f82760ffbfe92d85","application/octet-stream","false"
"369","BATTLE_B.000%20not%20known%20format/CHAPTERS/","4__THE_M.000","12504","Sat Jan 30 14:52:20 GMT 1999","e0cb2b9acf9c53a97ca88eddd9c01331bd77a7a961a0c92399fe4282d5c450f1","application/octet-stream","false"
"370","BATTLE_B.000%20not%20known%20format/CHAPTERS/","5__OCCUP.000","16568","Sun Jan 24 13:45:08 GMT 1999","5ed67858f98366ce72eba72815f702663f3f04f6cef44c8f9b79e3d5293d7bf6","application/octet-stream","false"
"371","BATTLE_B.000%20not%20known%20format/CHAPTERS/","6__TAKIN.000","16232","Sun Jan 10 17:40:38 GMT 1999","5c1b21c9c0956c0d09f844d857755f9fbe4a40eee927119c6b012e047ca3a42f","application/octet-stream","false"
"372","BATTLE_B.000%20not%20known%20format/CHAPTERS/","9__ADVAN.000","22696","Sun Jan 24 13:44:56 GMT 1999","a43e3722bd9b283b16a44bc4d099fef14be8334eb6d74fd69260ae08c6d9ef4c","application/octet-stream","false"
"373","BATTLE_B.000%20not%20known%20format/CHAPTERS/","@DIRNAME.000","256","Sat Jan 30 15:52:46 GMT 1999","325fef97f0769cd22573c0651d69858708006a9cb1ada7ad313cc6a4265d0d6b","application/octet-stream","false"
"374","BATTLE_B.000%20not%20known%20format/","@DIRNAME.000","256","Sat Jan 30 15:46:28 GMT 1999","fad6d5aa7a7fd46d6d172e11036dfd6fb36c0135036a565db6a537980c785f84","application/octet-stream","false"
"375","Bugler/","Bugler #4.doc","1205760","Sun May 27 09:23:42 BST 2007","b0805da8c18fa9443185a39001f5228d36f78a6385e77f942d4cf2b759ed1886","application/msword","false"
"376","lecturers%20and%20Powerpoints/Salford%20Armd%20Module/","Armd.Matrix 1.doc","102912","Thu Mar 15 12:36:42 GMT 2001","39312601911b7392d8f420d07ac709f2f126ed208c538aae27cf89d55ce939e9","application/msword","false"
"377","lecturers%20and%20Powerpoints/Salford%20Armd%20Module/","Armd.Matrix 2.doc","65536","Thu Mar 15 06:59:48 GMT 2001","1418c807512101a2da5999facb9a619b08e20fbc1a79ae0364be195fb0e9af5e","application/msword","false"
"378","lecturers%20and%20Powerpoints/Salford%20Armd%20Module/","Armoured Warfare Texts.doc","89600","Sun May 20 16:01:02 BST 2001","0b5f552bb55e607b5d0d7840e0320358d9b6aca9c08f825476f050c357a184a2","application/msword","false"
"379","lecturers%20and%20Powerpoints/Salford%20Armd%20Module/","armoured.doc","66048","Thu Mar 22 11:06:04 GMT 2001","1080e482fc784adc4e463dda63299a845ae27ac65dd1eadc718d3e374bcf9f9a","application/msword","false"
"380","lecturers%20and%20Powerpoints/","Armd fanatics.doc","71680","Tue Jul 09 08:19:54 BST 2002","b8f21305bcece5c56c988f38a63a2c0615bf8fbd3a025baae0ed5756c4ce39ee","application/msword","false"
"381","lecturers%20and%20Powerpoints/","Copy (2) of Peninsular War.ppt","1046528","Mon Sep 19 05:49:26 BST 2005","3ab8c72848d2603d291566d48457218d0d0c63475f07da15e314d24085716f26","application/vnd.ms-powerpoint","false"
"382","lecturers%20and%20Powerpoints/","Peninsular War 2.ppt","461312","Mon Sep 19 05:46:26 BST 2005","12582810cef4101c7cbfbb127633ae9f0a87ca4bd2e8ade90fe81ba5134a38b0","application/vnd.ms-powerpoint","false"
"383","lecturers%20and%20Powerpoints/","Trafalgar.ppt","1318912","Wed Sep 14 11:05:38 BST 2005","ab41e5ef9e2e697a5e73d00fe9710b5208e29344aedd9bab138d6de0616ce7ae","application/vnd.ms-powerpoint","false"
"384","lecturers%20and%20Powerpoints/","Trafalgar.ppt.lnk","243","Mon Sep 19 05:40:32 BST 2005","db02913d5fd33272497da91dac55eee4d719919822ebd14e586244230a4ff103","application/octet-stream","false"
"385","Nosworthy%20part%201/","Chapt 13.doc","41455","Wed Dec 11 11:43:18 GMT 2002","eec174ad0d7df2a110ed6f8c4e1146c6180c4f9ffee154947ddf8ea82b8cdbd5","application/rtf","false"
"386","Nosworthy%20part%201/","Chapt 16 Cavalry - The Beginning RTF.rtf","125027","Sun Oct 27 18:17:52 GMT 2002","5835afe19c87b71b3cb9834735cde4a0648865bf7219ea0ddbc02dedb0805dc8","application/rtf","false"
"387","Nosworthy%20part%201/","Chapt 17 Western Theatre RTF.rtf","40234","Sun Oct 27 18:18:14 GMT 2002","447bd1c62328746d8377b86a2783c235c07ac171a13607612d8208d3adeee818","application/rtf","false"
"388","Nosworthy%20part%201/","Chapt 18 Guerrillas RTF.rtf","58725","Sun Oct 27 18:18:32 GMT 2002","7f5f8de53ed90e9f7e418ebc594a98edd2091bb98b909d114ec47de730f39d88","application/rtf","false"
"389","Nosworthy%20part%201/","Chapt 19 River and Coastal RTF.rtf","92562","Sun Oct 27 18:18:50 GMT 2002","77fb8ad90e0a7eafae35efc1f0dcd098836d849880bec565d02339b608f357e2","application/rtf","false"
"390","Nosworthy%20part%201/","Chapt 20 Developments RTF.rtf","46765","Sun Oct 27 18:19:10 GMT 2002","d30195f8247e57a73bdada198a6098f394ebaa5203836887aa6a6db243bf19cc","application/rtf","false"
"391","Nosworthy%20part%201/","Chapt 21 grand tactics RTF.rtf","78222","Sun Oct 27 18:19:28 GMT 2002","63c0e79a23a74a93f9018688d9843c2065e7db0c9356d6b4c741141b241b5081","application/rtf","false"
"392","Nosworthy%20part%201/","Chapt 22 Artillery Doctrine RTF.rtf","91994","Sun Oct 27 18:19:48 GMT 2002","990075aec070f9e8d811fa20b0214fa28ac0ba7868938a45b0d46870195fa83d","application/rtf","false"
"393","Nosworthy%20part%201/","Chapt 23 Artillery in Practice RTFL.rtf","70905","Sun Oct 27 18:20:06 GMT 2002","e85d424a19a2ffde21ca8eca502fe5c271edf87e8d6e9c2ebe8a19cd631257a8","application/rtf","false"
"394","Nosworthy%20part%201/","Chapt 24 Artillery Developments RTF.rtf","68345","Sun Oct 27 18:20:26 GMT 2002","d53ef3a4a044ec437f5895741fb5e63932e797b7be2342cb04ff366da991b9b7","application/rtf","false"
"395","Nosworthy%20part%201/","Chapt 25 Cavalry Developments RTF.rtf","85083","Sun Oct 27 18:20:46 GMT 2002","db26f8bd8908aabfdee6f8a57034d44a8e40119dc9e7d681a33fa2dec2508113","application/rtf","false"
"396","Nosworthy%20part%201/","Chapt 26 Field Fortificationsd RTF.rtf","86700","Sun Oct 27 18:21:34 GMT 2002","7c5aabacaaae7753e888e2ca8bbd86218ae1287536500628b933ba73da066cfe","application/rtf","false"
